d R_spp
343.965 0.9883828371972401
344.965 0.9883830326748387
345.965 0.9883832208695166
346.965 0.9883834020525566
347.965 0.9883835764851593
348.965 0.9883837444187874
349.965 0.9883839060955356
350.965 0.9883840617484796
351.965 0.9883842116020246
352.965 0.9883843558722127
353.965 0.9883844947670352
354.965  0.988384628486737
355.965 0.9883847572241159
356.965 0.9883848811647704
357.965 0.9883850004874021
358.965 0.9883851153640443
359.965 0.9883852259603324
360.965 0.9883853324357305
361.965 0.9883854349437531
362.965 0.9883855336322129
363.965 0.9883856286433966
364.965 0.9883857201143059
365.965 0.9883858081768433
366.965 0.9883858929579826
367.965 0.9883859745799758
368.965  0.988386053160526
369.965   0.98838612881294
370.965 0.9883862016463171
371.965 0.9883862717656815
372.965 0.9883863392721469
373.965 0.9883864042630742
374.965  0.988386466832174
375.965 0.9883865270696878
376.965  0.988386585062483
377.965 0.9883866408941911
378.965  0.988386694645335
379.965 0.9883867463934322
380.965 0.9883867962131166
381.965 0.9883868441762405
382.965 0.9883868903519767
383.965 0.9883869348069199
384.965 0.9883869776051909
385.965 0.9883870188085201
386.965 0.9883870584763301
387.965  0.988387096665841
388.965 0.9883871334321281
389.965 0.9883871688282335
390.965 0.9883872029052049
391.965 0.9883872357121937
392.965 0.9883872672965297
393.965 0.9883872977037632
394.965 0.9883873269777648
395.965  0.988387355160752
396.965 0.9883873822933883
397.965 0.9883874084148051
398.965 0.9883874335626901
399.965 0.9883874577733194
400.965 0.9883874810816182
401.965 0.9883875035212063
402.965 0.9883875251244629
403.965 0.9883875459225513
404.965 0.9883875659454721
405.965 0.9883875852221184
406.965 0.9883876037802948
407.965 0.9883876216467771
408.965 0.9883876388473433
409.965 0.9883876554068092
410.965 0.9883876713490662
411.965  0.988387686697113
412.965 0.9883877014730972
413.965 0.9883877156983341
414.965 0.9883877293933512
415.965 0.9883877425779075
416.965 0.9883877552710271
417.965  0.988387767491025
418.965 0.9883877792555336
419.965 0.9883877905815284
420.965 0.9883878014853521
421.965 0.9883878119827335
422.965  0.988387822088828
423.965 0.9883878318182118
424.965 0.9883878411849348
425.965 0.9883878502024975
426.965 0.9883878588839308
427.965   0.98838786724175
428.965 0.9883878752880187
429.965 0.9883878830343533
430.965 0.9883878904919283
431.965 0.9883878976715023
432.9649999999999  0.988387904583448
433.965 0.9883879112377321
434.965  0.988387917643959
435.965  0.988387923811372
436.965 0.9883879297488782
437.965 0.9883879354650399
438.965 0.9883879409681167
439.965 0.9883879462660444
440.965 0.9883879513664714
441.965  0.988387956276754
442.965 0.9883879610039832
443.965 0.9883879655549861
444.965 0.9883879699363258
445.965 0.9883879741543302
446.965  0.988387978215086
447.965 0.9883879821244534
448.965 0.9883879858880761
