5.4	0.46667	0.02333
22	0.42745	0.02137
38.6	0.36863	0.01843
55.2	0.36471	0.01824
63.5	0.32157	0.01608
96.7	0.2	0.01
113.3	0.16471	0.00824
129.9	0.07843	0.00392
146.5	0.0902	0.00451
163.1	0.1098	0.00549
179.7	0.21569	0.01078
188	0.2549	0.01275
204.6	0.35294	0.01765
221.2	0.49804	0.0249
237.8	0.58039	0.02902
254.4	0.69412	0.03471
271	0.78039	0.03902
312.5	0.92157	0.04608
354	1	0.05
395.5	0.96078	0.04804
437	1	0.05
520	1	0.05
