5.4	0.43083	0.02154
22	0.41897	0.02095
38.6	0.39921	0.01996
55.2	0.35178	0.01759
63.5	0.35178	0.01759
96.7	0.26087	0.01304
113.3	0.1502	0.00751
129.9	0.09091	0.00455
146.5	0.04348	0.00217
163.1	0.06324	0.00316
179.7	0.11858	0.00593
188	0.17391	0.0087
204.6	0.28458	0.01423
221.2	0.3913	0.01957
237.8	0.52174	0.02609
254.4	0.60079	0.03004
271	0.6996	0.03498
312.5	0.8419	0.04209
354	0.95257	0.04763
395.5	0.98024	0.04901
437	0.98024	0.04901
520	1	0.05
